Student_ID,Study_Hours_Per_Week,Quiz_Score,Assignments_Submitted,Attendance_Percentage,Previous_Grades,Recommended_Study_Material
6761,19.1,72.9,1,94.6,67.9,Advanced Topics
6762,14,72.7,4,88.2,74.2,Advanced Topics
6763,16.5,48.6,9,80.7,69.3,Basic Concepts
6764,23.3,48.3,5,77.1,60.2,Basic Concepts
6765,4.4,57.9,7,76.9,55.3,Time Management & Practice
6766,17.1,85.2,0,92.9,78.6,Advanced Topics
6767,25.7,65,9,94.4,84.2,Intermediate Practice
6768,16.4,62.1,6,82.5,68.1,Intermediate Practice
6769,23.3,61.8,4,100,56.5,Intermediate Practice
6770,11.9,67.9,6,82.6,79.3,Intermediate Practice
6771,14.8,95.5,2,84.3,49.3,Advanced Topics
6772,15.2,67.7,3,81,52,Intermediate Practice
6773,3.9,58.2,1,83.8,77.7,Time Management & Practice
6774,9.2,70.4,5,84.6,43.9,Advanced Topics
6775,9.5,96.3,4,90.8,48.9,Advanced Topics
6776,19.1,62.5,0,83.1,86.1,Intermediate Practice
6777,19.4,52.3,0,91.1,43.5,Intermediate Practice
6778,16.6,62.5,7,69,63.1,Intermediate Practice
6779,19.1,71.9,7,78.8,94.3,Advanced Topics
6780,14.2,80.3,5,81.8,76.9,Advanced Topics
6781,21,85.1,8,82.5,52.5,Advanced Topics
6782,15,54.3,0,66.7,73.3,Intermediate Practice
6783,15.3,55.7,9,93.9,74.3,Intermediate Practice
6784,13.7,65.2,7,70.3,51.5,Intermediate Practice
6785,18.4,80.3,1,78.7,75.9,Advanced Topics
6786,12.9,51.1,7,84.7,87.9,Intermediate Practice
6787,19.9,60.9,2,100,91.6,Intermediate Practice
6788,9.3,61.1,5,84.5,74.8,Time Management & Practice
6789,9.5,84.1,6,89.5,80.2,Advanced Topics
6790,18.4,77.9,2,70.2,54.5,Advanced Topics
6791,14.6,83.6,1,76.6,93.9,Advanced Topics
6792,12.7,90.1,0,78,54.8,Advanced Topics
6793,19.5,65.4,4,79.7,57.9,Intermediate Practice
6794,12,52.2,0,95.2,61.7,Intermediate Practice
6795,14,52.3,0,79.5,60.1,Intermediate Practice
6796,22,42.4,4,91.1,50.5,Basic Concepts
6797,22.7,63.1,2,77.3,63.8,Intermediate Practice
6798,22.9,64.2,9,82.2,90.9,Intermediate Practice
6799,13.6,81.8,2,61,58.5,Advanced Topics
6800,21.2,70.3,6,84.3,59.3,Advanced Topics
6801,10.3,62.6,2,84.9,89.2,Intermediate Practice
6802,10.5,68.3,1,83.1,38.1,Intermediate Practice
6803,3.2,54.4,2,100,80.2,Time Management & Practice
6804,23.4,85.4,3,84.3,64.7,Advanced Topics
6805,10.7,58.2,8,57.8,75.3,Intermediate Practice
6806,14.4,52.9,1,72.8,72.6,Intermediate Practice
6807,10.4,82.3,5,84.6,88.8,Advanced Topics
6808,18.5,78.6,4,84.2,51,Advanced Topics
6809,13.1,44.1,5,76.9,47.9,Basic Concepts
6810,8.5,82.8,4,74.8,73.4,Advanced Topics
6811,17.2,58.9,5,98.9,51.1,Intermediate Practice
6812,7.8,64.4,3,94.9,80.2,Time Management & Practice
6813,10.8,72.8,7,96.3,74.6,Advanced Topics
6814,4.5,78.8,8,78.7,73.1,Advanced Topics
6815,7.9,76.7,9,92,57.9,Advanced Topics
6816,15.9,69.3,6,59.3,67.5,Intermediate Practice
6817,5.2,63.6,0,80.8,64.5,Time Management & Practice
6818,7.6,76.2,4,79.5,93.5,Advanced Topics
6819,15,68.2,6,82.5,63.8,Intermediate Practice
6820,12.3,97.1,4,86.2,58,Advanced Topics
6821,25,78.8,4,83.3,83.3,Advanced Topics
6822,24.2,56.1,4,73.7,53.8,Intermediate Practice
6823,10.7,62.8,4,77.6,95.4,Intermediate Practice
6824,17.8,70.7,4,90.2,44.1,Advanced Topics
6825,18.7,89.5,0,88.5,94.9,Advanced Topics
6826,12,91.2,5,100,68.1,Advanced Topics
6827,7.5,64.1,5,88.1,61.9,Time Management & Practice
6828,14.9,56,7,99.9,94.2,Intermediate Practice
6829,14.1,54.1,4,70.5,64.1,Intermediate Practice
6830,12.8,73.8,1,90.9,52.5,Advanced Topics
6831,17.2,100,6,92.6,67.1,Advanced Topics
6832,11.2,78.1,0,89.8,77.5,Advanced Topics
6833,9.2,46.1,4,73,66.8,Basic Concepts
6834,15.5,59.1,4,88.2,63.6,Intermediate Practice
6835,16.9,60.6,2,81.4,63.3,Intermediate Practice
6836,9.1,57.7,1,90.8,76.7,Time Management & Practice
6837,19.6,64.2,3,84.1,50.5,Intermediate Practice
6838,6.1,75.5,6,79.3,74.7,Advanced Topics
6839,12.1,80.2,9,100,90.9,Advanced Topics
6840,13.7,86.4,2,77.6,89.3,Advanced Topics
6841,11.8,77.9,5,87.8,90.2,Advanced Topics
6842,12.2,40.7,6,90.5,55,Basic Concepts
6843,24.4,54.1,1,82.1,93.1,Intermediate Practice
6844,10.7,67.6,2,96.4,65.8,Intermediate Practice
6845,27.2,72.2,8,93.6,74.2,Advanced Topics
6846,17.2,82.9,0,68.1,68.2,Advanced Topics
6847,15.5,70.6,7,91.2,58.4,Advanced Topics
6848,17.4,70.8,0,100,70.4,Advanced Topics
6849,27.6,73.6,2,77.4,79.9,Advanced Topics
6850,10,66.2,5,71.2,76.5,Intermediate Practice
6851,9.4,71.3,7,82,74,Advanced Topics
6852,11.2,86.9,6,84.7,55.8,Advanced Topics
6853,15.2,68.7,2,85.3,65.7,Intermediate Practice
6854,6.4,69.5,5,95.5,71.9,Time Management & Practice
6855,15.1,69.5,0,78.1,44,Intermediate Practice
6856,23.5,89.5,7,90.3,77,Advanced Topics
6857,15.8,53.4,8,92.7,74.3,Intermediate Practice
6858,13.5,96.6,8,86,89.5,Advanced Topics
6859,11.9,52.4,3,78.8,61.5,Intermediate Practice
6860,19.5,60.2,3,73.4,67,Intermediate Practice
6861,10.9,81.2,6,69.6,67.9,Advanced Topics
6862,24.2,85.5,6,70.3,78.3,Advanced Topics
6863,24.7,48.9,5,68.9,61.4,Basic Concepts
6864,16.3,53.6,6,100,86.7,Intermediate Practice
6865,14.9,74.2,0,83.2,64.6,Advanced Topics
6866,20.2,100,8,100,71.4,Advanced Topics
6867,20.5,88.7,5,88.7,57.3,Advanced Topics
6868,11,66.3,7,69.6,50.7,Intermediate Practice
6869,12.4,33.7,4,83,66.3,Basic Concepts
6870,8.4,71.2,6,91.3,55.2,Advanced Topics
6871,17,75.4,2,88.1,52.7,Advanced Topics
6872,18.3,64.3,9,80.6,67.4,Intermediate Practice
6873,8.3,57.2,0,93.9,47.9,Time Management & Practice
6874,12.7,72.4,6,74.5,63.2,Advanced Topics
6875,8.3,55.9,4,86.7,68.4,Time Management & Practice
6876,10.5,98.1,0,92.9,84.1,Advanced Topics
6877,17.8,92.8,8,81.2,65.9,Advanced Topics
6878,11.3,79.9,8,89.9,73.9,Advanced Topics
6879,13.5,71.3,5,83.7,48.9,Advanced Topics
6880,6.9,60.1,8,87,49.3,Time Management & Practice
6881,15.9,69.7,6,89.1,80.9,Intermediate Practice
6882,14.8,94.6,7,82,57.4,Advanced Topics
6883,11.4,83,1,98.9,53.2,Advanced Topics
6884,14.1,73.1,1,87.5,52.8,Advanced Topics
6885,15.9,83.9,3,90.5,62.9,Advanced Topics
6886,10.9,78.2,0,96.3,77.6,Advanced Topics
6887,7.6,75.9,7,90.9,35.2,Advanced Topics
6888,24,84.7,4,75.5,100,Advanced Topics
6889,11.8,77.8,6,92.2,69,Advanced Topics
6890,14.5,82.9,1,87.5,55,Advanced Topics
6891,20.1,72.4,4,78,65.5,Advanced Topics
6892,32.6,66.2,8,96.4,53.4,Intermediate Practice
6893,8.8,61.8,8,74.7,70.6,Time Management & Practice
6894,17.2,60,1,79.5,55.9,Intermediate Practice
6895,11.5,45.9,1,80.8,70.1,Basic Concepts
6896,12.3,56.3,4,72.2,60.7,Intermediate Practice
6897,11.4,55.9,2,84.8,76.8,Intermediate Practice
6898,9.4,62.4,0,78.4,93.8,Time Management & Practice
6899,14.8,93.4,0,87.3,57.3,Advanced Topics
6900,7.6,67.6,4,100,67.3,Time Management & Practice
6901,19.7,73.6,2,84.6,77.9,Advanced Topics
6902,15.3,74.1,8,89.8,86.3,Advanced Topics
6903,17.1,93.8,2,84.8,73.6,Advanced Topics
6904,12.7,61.4,2,81.8,56.7,Intermediate Practice
6905,13.2,66.7,2,92.3,49.9,Intermediate Practice
6906,16.4,68.4,0,75.6,72.1,Intermediate Practice
6907,9.2,87,2,95,78.1,Advanced Topics
6908,13.2,90.2,4,77.3,75.8,Advanced Topics
6909,10.7,77.1,7,98.5,77.7,Advanced Topics
6910,10.5,88.5,6,81.3,48.9,Advanced Topics
6911,4.5,72.7,3,76.8,59.4,Advanced Topics
6912,21.7,67.4,3,86,65.6,Intermediate Practice
6913,11.6,87.7,3,69.3,71.7,Advanced Topics
6914,20.8,77.3,7,74.3,72.2,Advanced Topics
6915,20.3,59,7,89.7,73.1,Intermediate Practice
6916,8.6,85,1,96.8,38.5,Advanced Topics
6917,9.6,66.9,6,79.1,48.2,Time Management & Practice
6918,27.8,65,4,97.8,68.8,Intermediate Practice
6919,23.8,83.4,1,80.9,70.3,Advanced Topics
6920,14.8,68.7,2,86.8,65.6,Intermediate Practice
6921,16.3,75.8,6,86.9,74,Advanced Topics
6922,11.8,79.9,5,100,77.9,Advanced Topics
6923,17.2,58.3,5,93.8,51.3,Intermediate Practice
6924,11.4,75.8,6,83,42.1,Advanced Topics
6925,4.8,90.2,5,100,62,Advanced Topics
6926,8.4,55.7,1,84.4,78,Time Management & Practice
6927,15.1,76.7,7,85.2,71.8,Advanced Topics
6928,9.3,57.6,6,88.3,63.8,Time Management & Practice
6929,14.7,85.3,5,80.8,86.5,Advanced Topics
6930,9.6,85.2,4,98.8,99.9,Advanced Topics
6931,11.1,64.7,5,84,78.9,Intermediate Practice
6932,19.3,100,2,91.5,91.7,Advanced Topics
6933,16.2,86.6,1,57.6,45.5,Advanced Topics
6934,15,80.6,8,86.3,69.9,Advanced Topics
6935,19.4,79.8,0,81.6,60.1,Advanced Topics
6936,17.4,84.8,1,85.7,78.4,Advanced Topics
6937,22.2,55.1,9,73.4,49.5,Intermediate Practice
6938,12.7,72.9,9,83.2,67.4,Advanced Topics
6939,12.9,75.7,0,86.8,58.5,Advanced Topics
6940,8.5,64,7,81.4,80.1,Time Management & Practice
6941,12.9,77,3,91,60.5,Advanced Topics
6942,19.8,88.5,5,85.6,44.6,Advanced Topics
6943,21.5,63.7,4,91.4,75,Intermediate Practice
6944,19.8,69.2,7,94.8,80.9,Intermediate Practice
6945,6,57.7,9,95.6,54.7,Time Management & Practice
6946,20.4,43.2,6,81.2,78.1,Basic Concepts
6947,5.8,81.7,0,81,69.6,Advanced Topics
6948,19.5,69.6,7,100,69.5,Intermediate Practice
6949,13.2,70.7,3,75.8,35.3,Advanced Topics
6950,18.5,55.2,6,80.8,85.2,Intermediate Practice
6951,8.3,67.2,2,83.4,73.3,Time Management & Practice
6952,20.9,86.4,1,76.4,72.2,Advanced Topics
6953,7.7,70,0,86.1,74.3,Advanced Topics
6954,11.7,70.4,9,97.2,71.7,Advanced Topics
6955,10,73.1,4,65.9,90.3,Advanced Topics
6956,6.2,51.5,2,79.8,84.5,Time Management & Practice
6957,15.5,79.4,2,86.2,61.2,Advanced Topics
6958,24,51.2,7,100,100,Intermediate Practice
6959,28.3,55.9,0,70.1,79.6,Intermediate Practice
6960,15.5,54.3,1,93.7,97.3,Intermediate Practice
6961,20.6,67.4,0,83.4,71.4,Intermediate Practice
6962,16.2,64.7,6,86.6,69.8,Intermediate Practice
6963,17.5,70,3,97.3,49.4,Advanced Topics
6964,13.3,56.4,2,83.7,41.4,Intermediate Practice
6965,16,85.1,2,84.7,68.3,Advanced Topics
6966,17.7,82.5,9,86.3,62.9,Advanced Topics
6967,12.1,67.4,2,87,74,Intermediate Practice
6968,14.6,62.8,1,74.1,57.7,Intermediate Practice
6969,14.7,61.3,4,86.6,78.8,Intermediate Practice
6970,19.1,65.3,0,89.3,81.6,Intermediate Practice
6971,9.7,49,4,68.9,94.1,Basic Concepts
6972,14.7,55.6,9,93.6,100,Intermediate Practice
6973,24.6,82.9,7,94.2,79.3,Advanced Topics
6974,20.8,74.5,6,87.5,98.3,Advanced Topics
6975,21.7,94.5,2,71.6,74.6,Advanced Topics
6976,15.1,65.5,8,78.5,72.2,Intermediate Practice
6977,16.6,64.6,9,61.7,53.2,Intermediate Practice
6978,20,63.9,6,81.4,69.4,Intermediate Practice
6979,22.8,65.2,0,75.9,63.2,Intermediate Practice
6980,5.2,60.1,5,84.3,53.8,Time Management & Practice
6981,8.4,74.1,3,95,44.8,Advanced Topics
6982,21.5,70.4,5,80,67.7,Advanced Topics
6983,13.6,62.4,2,89.1,51.5,Intermediate Practice
6984,11.6,88.8,4,84.1,65.9,Advanced Topics
6985,8.7,98.4,2,76,80,Advanced Topics
6986,12.2,87.5,6,99.1,54.7,Advanced Topics
6987,8,78.4,4,93.3,49.5,Advanced Topics
6988,25.5,81.4,3,73.9,48,Advanced Topics
6989,14.9,97.8,9,89.5,57.9,Advanced Topics
6990,14.7,81.4,6,82.9,58.6,Advanced Topics
6991,17.9,61.2,6,90.1,48.1,Intermediate Practice
6992,19.8,75.9,9,71.6,82.2,Advanced Topics
6993,19.7,79.4,8,81.5,76.5,Advanced Topics
6994,20.4,55.1,2,88.5,45.1,Intermediate Practice
6995,11.8,65.7,9,74.1,52.1,Intermediate Practice
6996,13.5,86.5,7,87.6,80.7,Advanced Topics
6997,18.8,42.6,6,81.7,48.4,Basic Concepts
6998,12.4,51.2,8,85.4,53.7,Intermediate Practice
6999,15,67.4,1,95.2,64.9,Intermediate Practice
7000,17,75.3,5,100,56.6,Advanced Topics
7001,18.9,49.6,4,85.8,99.4,Basic Concepts
7002,6.1,68.1,2,83.1,74.8,Time Management & Practice
7003,18.6,87.3,6,100,72.1,Advanced Topics
7004,13.8,71,4,96.3,67.3,Advanced Topics
7005,18.5,84.1,5,100,81,Advanced Topics
7006,18.9,61.1,3,87.4,72.2,Intermediate Practice
7007,23,57.9,6,93.2,60.6,Intermediate Practice
7008,21.8,82.7,6,85.5,43.4,Advanced Topics
7009,21.7,75.5,4,85.6,58.5,Advanced Topics
7010,22.2,52.2,6,86.1,62.9,Intermediate Practice
7011,16.5,58,6,89.2,75.2,Intermediate Practice
7012,15.2,93.5,9,85.7,82,Advanced Topics
7013,19.4,56.1,7,98.9,68,Intermediate Practice
7014,18.7,84,0,90.8,69.3,Advanced Topics
7015,13.5,62.8,3,87,50,Intermediate Practice
7016,17,70,0,86.6,55.1,Advanced Topics
7017,14.8,74.4,2,80.7,40.9,Advanced Topics
7018,10.7,38.5,7,74.2,58.8,Basic Concepts
7019,21.5,48.1,6,95,72.9,Basic Concepts
7020,15.3,71.3,2,95,77.9,Advanced Topics
7021,25.2,59.1,3,73.9,57.9,Intermediate Practice
7022,6.9,84.9,1,74.1,84,Advanced Topics
7023,12.2,45.9,1,92,90,Basic Concepts
7024,15.2,78.5,4,81.8,81,Advanced Topics
7025,20.7,49.4,1,75.1,85.9,Basic Concepts
7026,17,64.7,6,69,54.2,Intermediate Practice
7027,16.6,54,0,80.4,46.4,Intermediate Practice
7028,9.4,98.5,8,86.3,81.7,Advanced Topics
7029,9.2,49.9,9,82.2,88.7,Basic Concepts
7030,16.6,68.2,0,71.7,93,Intermediate Practice
7031,8.2,44.1,0,79.1,42.9,Basic Concepts
7032,12.3,94,8,90.6,68.8,Advanced Topics
7033,17.5,76,6,100,51,Advanced Topics
7034,10.1,72.1,9,85.5,65.4,Advanced Topics
7035,23,92.1,3,95.3,80.7,Advanced Topics
7036,21.1,72.2,2,92.2,73.6,Advanced Topics
7037,7.1,73.3,4,79.2,46,Advanced Topics
7038,10.3,72,1,94.4,65.2,Advanced Topics
7039,3.6,78.5,5,96.2,60.1,Advanced Topics
7040,11.1,62.6,5,80.2,81.8,Intermediate Practice
7041,18.8,66.8,0,85.2,57.1,Intermediate Practice
7042,12.9,82.2,9,79.3,70.4,Advanced Topics
7043,17.3,74.2,8,72.4,63.2,Advanced Topics
7044,7.4,68.3,0,95.2,94.6,Time Management & Practice
7045,19,49,5,100,78.4,Basic Concepts
7046,12.2,92.5,6,84.4,66.2,Advanced Topics
7047,15.1,60.1,7,79.7,62.5,Intermediate Practice
7048,14.5,84.8,1,95.7,67.9,Advanced Topics
7049,8.6,72.6,7,96.8,100,Advanced Topics
7050,9.2,50.6,9,76.3,76.8,Time Management & Practice
7051,19.8,88.8,1,86.4,72.7,Advanced Topics
7052,17,73.8,1,100,78.3,Advanced Topics
7053,20.3,90,8,100,76.7,Advanced Topics
7054,16.6,67.3,6,75.8,78,Intermediate Practice
7055,15.7,80.6,7,71.1,78.3,Advanced Topics
7056,6.4,43.6,0,88.5,53.3,Basic Concepts
7057,13.6,62.5,9,92.1,48.5,Intermediate Practice
7058,14.9,50.9,5,92.2,78.5,Intermediate Practice
7059,24.8,64.4,0,90.5,73.5,Intermediate Practice
7060,18.4,77.1,4,87.8,59.8,Advanced Topics
7061,22.7,60.9,1,80.8,57.7,Intermediate Practice
7062,18,83,8,78.7,75.7,Advanced Topics
7063,11.4,57.2,2,93,75.6,Intermediate Practice
7064,15.6,83.3,9,77.9,45.5,Advanced Topics
7065,16.2,89.6,6,68.3,68.7,Advanced Topics
7066,10.3,85.2,1,86.4,66.1,Advanced Topics
7067,13.1,64.8,9,87.9,64,Intermediate Practice
7068,14,38.1,3,100,51.7,Basic Concepts
7069,23,78.7,9,85.3,57.6,Advanced Topics
7070,4.6,68.1,2,71.7,63.3,Time Management & Practice
7071,21,55.3,0,97.2,40.1,Intermediate Practice
7072,10.3,61.7,9,84.5,83.8,Intermediate Practice
7073,8.1,91.5,5,83.4,66.9,Advanced Topics
7074,20.9,52.9,4,73.4,59.3,Intermediate Practice
7075,18.7,77,5,90.1,52.8,Advanced Topics
7076,21.3,73.3,0,86.6,71.7,Advanced Topics
7077,19,64.6,7,85.8,42.7,Intermediate Practice
7078,25.3,79.7,3,94.4,78.9,Advanced Topics
7079,17.8,94.5,6,95.6,80.1,Advanced Topics
7080,14.2,65.6,7,88.2,58.1,Intermediate Practice
7081,16.7,66.4,2,90.4,34,Intermediate Practice
7082,21.2,79.3,3,88.5,59,Advanced Topics
7083,11.1,83.8,8,100,63.3,Advanced Topics
7084,11.7,68.1,8,75.9,66.1,Intermediate Practice
7085,13.5,65.4,6,74.1,94.8,Intermediate Practice
7086,4.5,36.7,2,73.1,73.1,Basic Concepts
7087,15.7,58.3,3,90.2,93.5,Intermediate Practice
7088,5.6,52.9,6,83.9,79.9,Time Management & Practice
7089,15.3,80.3,5,73.9,73.9,Advanced Topics
7090,19.3,66.3,5,83.1,69.9,Intermediate Practice
7091,12.6,65.8,3,100,38.5,Intermediate Practice
7092,23.4,69.9,9,89.3,37.1,Intermediate Practice
7093,7.7,56.9,7,99.7,79.3,Time Management & Practice
7094,21,93.3,8,72,66.9,Advanced Topics
7095,18.4,89.5,9,87.9,83.5,Advanced Topics
7096,6.4,94.3,6,90.1,44.5,Advanced Topics
7097,28.6,80.3,7,91.9,72.8,Advanced Topics
7098,14.7,69.6,9,82.5,74.9,Intermediate Practice
7099,10.6,94.2,1,94.9,58.5,Advanced Topics
7100,8,59.8,3,89.9,52,Time Management & Practice
7101,13.9,56.9,2,85.9,52.4,Intermediate Practice
7102,14.4,61,5,80.7,57.4,Intermediate Practice
7103,15.5,77.8,1,70.1,60.6,Advanced Topics
7104,13.5,58.6,6,65.8,58.8,Intermediate Practice
7105,18.2,67.7,7,78.3,72.7,Intermediate Practice
7106,13.1,46,3,83.5,65.8,Basic Concepts
7107,5.3,77.2,7,78.2,49.2,Advanced Topics
7108,14.3,47.2,7,88.4,76.2,Basic Concepts
7109,3.2,56,2,93.2,50.2,Time Management & Practice
7110,16.8,88.3,0,72.5,62.7,Advanced Topics
7111,10.1,87.7,2,90.5,52.6,Advanced Topics
7112,15.8,75.6,9,84.7,57.6,Advanced Topics
7113,21.6,74.1,0,67.8,60.4,Advanced Topics
7114,10.3,62,1,94.1,61.1,Intermediate Practice
7115,20.3,58.4,7,75.6,64.5,Intermediate Practice
7116,12.8,64.6,3,100,67.4,Intermediate Practice
7117,23.8,47.3,8,96.7,83.5,Basic Concepts
7118,13.2,73.8,6,83.6,52.5,Advanced Topics
7119,10.8,70.7,2,85,24.6,Advanced Topics
7120,18.4,56,0,71.1,51.7,Intermediate Practice
7121,12.8,93.5,0,100,84.2,Advanced Topics
7122,10.8,79.1,0,76.5,77.6,Advanced Topics
7123,12.6,80.4,9,85.4,55.9,Advanced Topics
7124,14.8,62.7,2,78.6,62.4,Intermediate Practice
7125,21.7,70,4,89.6,37.9,Advanced Topics
7126,5.3,79.4,7,84.8,54.8,Advanced Topics
7127,15.1,72.3,7,78.7,56,Advanced Topics
7128,18.1,94,1,89.6,79.2,Advanced Topics
7129,16,66.9,8,100,65.3,Intermediate Practice
7130,21.5,62.4,8,85.5,51.5,Intermediate Practice
7131,14.6,79.5,6,63.1,46.7,Advanced Topics
7132,14.1,51,9,88.8,80.5,Intermediate Practice
7133,18,83.9,4,70.2,65.7,Advanced Topics
7134,15.5,50.5,4,71.3,53.3,Intermediate Practice
7135,13,79.6,7,70.3,82.5,Advanced Topics
7136,17.6,60.3,7,92.1,78.9,Intermediate Practice
7137,11.7,77.1,4,70.5,60.2,Advanced Topics
7138,11.9,83.6,5,94.9,49.7,Advanced Topics
7139,12.4,72.3,5,93.1,89.6,Advanced Topics
7140,21.8,52,5,76.4,77,Intermediate Practice
7141,0,56.5,4,89.8,65.6,Time Management & Practice
7142,17,59.1,8,96.8,49.2,Intermediate Practice
7143,15.2,41.6,0,79.2,74.3,Basic Concepts
7144,6.6,86.9,9,97.3,52.2,Advanced Topics
7145,16.5,71.7,2,86.7,77,Advanced Topics
7146,17.4,53,6,78.1,75.4,Intermediate Practice
7147,17.9,91.8,8,93.3,57.1,Advanced Topics
7148,1.7,59.5,1,77.7,75.4,Time Management & Practice
7149,21.8,73.8,3,98.9,60.5,Advanced Topics
7150,11.3,57.6,7,73.5,82.8,Intermediate Practice
7151,18.4,39.7,4,98.1,60.4,Basic Concepts
7152,18.7,49.5,7,87.2,78.2,Basic Concepts
7153,10.6,63.3,1,92.1,100,Intermediate Practice
7154,18.3,83.5,7,81.1,55.7,Advanced Topics
7155,13.1,75.2,5,88.9,47.1,Advanced Topics
7156,4.6,72.1,4,59.7,68.8,Advanced Topics
7157,20.8,39.8,1,87.2,75.3,Basic Concepts
7158,11.1,89.1,6,71.9,54.7,Advanced Topics
7159,10.7,73.4,0,92.5,66.2,Advanced Topics
7160,13,68.2,5,79.7,55.8,Intermediate Practice
7161,16.4,87,2,79.6,44.7,Advanced Topics
7162,14.7,88.7,5,73.4,71.5,Advanced Topics
7163,17.7,87.3,0,86.8,67.6,Advanced Topics
7164,8.3,66.3,0,76.5,51.6,Time Management & Practice
7165,11.3,54.9,1,84.5,54.6,Intermediate Practice
7166,14.4,84.8,9,81.7,62,Advanced Topics
7167,24.5,49.5,6,74.8,65.8,Basic Concepts
7168,14.4,99.2,3,81.1,46,Advanced Topics
7169,20.4,70.4,3,79.1,57.5,Advanced Topics
7170,15.2,54.1,3,94.7,84.6,Intermediate Practice
7171,12.6,51.5,4,96.4,76.6,Intermediate Practice
7172,13.8,50.8,1,71.8,62.5,Intermediate Practice
7173,14.2,72.1,6,86.9,84.1,Advanced Topics
7174,18,69.9,2,82.2,64.7,Intermediate Practice
7175,21.9,51.5,2,76.2,62.1,Intermediate Practice
7176,16.8,64.7,1,86.5,71.5,Intermediate Practice
7177,20.9,49.5,5,89.7,70.6,Basic Concepts
7178,10.2,78.8,3,58.4,88.2,Advanced Topics
7179,12.9,69.2,3,95,51.8,Intermediate Practice
7180,11.4,64.3,7,92.1,78.2,Intermediate Practice
7181,16.6,50.7,1,84.7,63.8,Intermediate Practice
7182,13.2,65.5,6,76.2,48.1,Intermediate Practice
7183,18.6,63.8,1,89.9,72.7,Intermediate Practice
7184,10.3,74.8,5,78.5,61.2,Advanced Topics
7185,15.2,72.5,4,97.7,87.2,Advanced Topics
7186,18.4,81.9,7,94,55.3,Advanced Topics
7187,4.7,62.7,5,85.2,58.4,Time Management & Practice
7188,25.6,42.1,6,76.9,69.5,Basic Concepts
7189,13.6,84.9,5,90,41.6,Advanced Topics
7190,4.9,56,7,92.9,82.8,Time Management & Practice
7191,15.8,53.4,1,81.7,84.6,Intermediate Practice
7192,15.2,69.4,6,89.1,78,Intermediate Practice
7193,14.6,74.5,4,80.2,69.7,Advanced Topics
7194,20,62,8,67.6,77,Intermediate Practice
7195,18.7,61.9,8,68.4,71.7,Intermediate Practice
7196,16.5,64.1,7,86.6,80.7,Intermediate Practice
7197,17.3,91.2,7,100,94.4,Advanced Topics
7198,14.5,70,3,75.3,66.2,Advanced Topics
7199,23.9,55.5,7,77,63.9,Intermediate Practice
7200,7.6,55.6,1,88,65.1,Time Management & Practice
7201,15.7,66.2,4,85.4,49.9,Intermediate Practice
7202,15.3,73.6,3,87.9,69.4,Advanced Topics
7203,19.1,77.3,4,90.2,43.7,Advanced Topics
7204,10.8,71.9,4,84.8,85.9,Advanced Topics
7205,6.3,57.4,4,86.4,87.3,Time Management & Practice
7206,15.8,63.6,6,73.7,55,Intermediate Practice
7207,16.4,81,0,80.8,51.9,Advanced Topics
7208,22.4,52.8,1,97.6,81.2,Intermediate Practice
7209,8.6,63,6,89.7,44.9,Time Management & Practice
7210,20.8,79,0,87.8,54.2,Advanced Topics
7211,26.8,83.1,8,76.3,52,Advanced Topics
7212,13.1,67.1,2,77,73.3,Intermediate Practice
7213,8.5,63.8,5,74.3,73.5,Time Management & Practice
7214,13,50.2,3,66.6,70.9,Intermediate Practice
7215,15.1,77.9,2,82.3,65.4,Advanced Topics
7216,17.8,89.8,7,81.1,76.8,Advanced Topics
7217,12,100,1,86.8,67.6,Advanced Topics
7218,22.8,75.8,2,95.4,89.7,Advanced Topics
7219,9.4,69.2,7,78.7,81.8,Time Management & Practice
7220,6.3,56.2,2,97.5,55.2,Time Management & Practice
7221,20.5,41.8,7,90.1,61.4,Basic Concepts
7222,3.6,72.7,6,99.2,63.7,Advanced Topics
7223,14,100,1,73.6,52.3,Advanced Topics
7224,30.6,89.1,0,96.7,83.1,Advanced Topics
7225,14.9,86.7,0,78.3,78.6,Advanced Topics
7226,9.4,73.7,1,77,62.6,Advanced Topics
7227,14.7,75.4,6,84.4,73.7,Advanced Topics
7228,14.7,33.6,8,76.5,60.2,Basic Concepts
7229,15.8,81.4,6,89.3,80.9,Advanced Topics
7230,18.3,61.3,2,93.4,64.3,Intermediate Practice
7231,9.8,59.5,7,89.9,37,Time Management & Practice
7232,23.4,65.2,7,84.4,47.7,Intermediate Practice
7233,16.2,64.6,8,96.8,85.9,Intermediate Practice
7234,18.6,59.2,8,89.3,64.3,Intermediate Practice
7235,11.9,70.2,8,83.5,72.5,Advanced Topics
7236,21.4,61.6,3,83.7,64.6,Intermediate Practice
7237,13.7,71.5,9,76.2,45.5,Advanced Topics
7238,16.4,47.7,3,75.4,50.6,Basic Concepts
7239,10.3,66.8,1,80.5,83.1,Intermediate Practice
7240,10,53.6,7,74.5,82.4,Intermediate Practice
7241,18.4,60.4,1,73.5,46.4,Intermediate Practice
7242,12.8,72.2,2,75.8,85,Advanced Topics
7243,10.7,45.9,8,95.7,59.5,Basic Concepts
7244,11.8,57.7,1,76.9,70.1,Intermediate Practice
7245,18.5,78.5,0,93.2,67.1,Advanced Topics
7246,11.9,48.8,4,78.6,76.9,Basic Concepts
7247,14.4,96.7,6,86.9,79.7,Advanced Topics
